No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
11756,72604-23041,US,LS,40.622849,-111.849998,7025 South Park Centre Dr,salt lake city,UT,84121,Mountain Standard Time,GMT-07:00,America/Denver,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11757,19368-186950,US,LS,40.759093,-111.830283,480 Wakara Wy.,salt lake city,UT,84108,Mountain Standard Time,GMT-07:00,America/Denver,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,06:00,16:30,06:00,16:30
11758,27118-246872,US,CO,40.588469,-111.892688,56 West 9000 South,sandy,UT,840702009,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,20:00,06:00,20:00
11759,75144-75264,US,LS,40.771729,-111.836686,50 N Medical Dr,salt lake city,UT,841320001,Mountain Standard Time,GMT-07:00,America/Denver,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00
11760,50326-270824,US,CO,40.623374,-111.83381,7025 S Highland Drive,cottonwood heights,UT,841213772,Mountain Standard Time,GMT-07:00,America/Denver,05:30,21:00,06:30,21:00,06:30,18:00,06:30,21:00,06:30,21:00,05:30,21:00,05:30,20:00
11761,50029-268090,US,LS,40.772364,-111.834875,2000 CIRCLE OF HOPE,salt lake city,UT,841125550,Mountain Standard Time,GMT-07:00,America/Denver,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,06:00,15:00,Closed,Closed,Closed,Closed
11762,22794-101207,US,LS,40.700982,-111.799359,3215 Valley Street,salt lake city,UT,841094217,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11763,13277-104211,US,CO,40.581495,-111.861345,9354 S. Village Shop Drive,sandy,UT,840947719,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,17:30,06:00,20:00,06:00,20:00,06:00,20:00,06:00,18:00
11764,72605-27107,US,LS,40.567275,-111.893174,10130 S State St,sandy,UT,840704118,Mountain Standard Time,GMT-07:00,America/Denver,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11765,8967-247135,US,CO,40.559244,-111.894159,130 West 10600 South|Suite A,sandy,UT,840704128,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,21:00,04:30,16:00,04:30,21:00,04:30,21:00,05:00,21:00,05:00,21:00
11766,9580-96901,US,CO,40.58007,-111.835466,1960 East 9400 South,sandy,UT,840933002,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,07:00,20:00,07:00,17:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,19:30
11767,65685-299468,US,LS,40.581687,-111.832759,2039 East 9400 South,sandy,UT,84093,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11768,63113-296767,US,CO,40.543932,-111.936817,1589 W. 11400 S.,south jordan,UT,84095,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,04:30,21:30,06:00,20:00
11769,10216-100047,US,CO,43.148262,-88.002261,7335 W Good Hope Rd|100,milwaukee,WI,532234628,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,20:00
11770,9618-97342,US,CO,43.221475,-88.114482,N112W16510 Mequon Rd,germantown,WI,530223208,Central Standard Time,GMT-06:00,America/Chicago,05:00,12:00,Closed,Closed,Closed,Closed,05:00,15:00,05:00,20:00,05:30,20:00,05:30,20:00
11771,59624-293861,US,CO,36.254916,-120.252182,25246 W. Dorris Avenue,coalinga,CA,93210,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,22:00,05:00,22:00,05:00,22:00
11772,9489-96727,US,CO,35.987718,-119.959276,33300 Bernard Dr.,kettleman city,CA,93239,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11773,8107-95864,US,CO,36.136324,-120.36462,113 W. Polk Street,coalinga,CA,932102302,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:30,05:30,21:30,05:00,21:00
11774,25586-241245,US,CO,36.734693,-120.042786,14025 West Whitesbridge Road,kerman,CA,93630,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00
11775,26987-244065,US,CO,38.920856,-76.845506,9350 Taj Lane,lanham,MD,207061675,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
11776,76427-95672,US,LS,38.896508,-76.826822,10500 Campus Way S,largo,MD,207741309,Eastern Standard Time,GMT-05:00,America/New_York,08:00,20:00,Closed,Closed,Closed,Closed,Closed,Closed,08:00,20:00,08:00,20:00,08:00,20:00
11777,8958-95113,US,CO,42.152717,-71.404726,67A Main Street|Unit 104,medway,MA,20531817,Eastern Standard Time,GMT-05:00,America/New_York,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,18:00
11778,11254-103276,US,CO,28.025545,-82.15118,2701 Thonotosassa Rd.,plant city,FL,335631456,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30
11779,10355-98749,US,CO,27.937201,-82.263472,1265 E Brandon Blvd,brandon,FL,335115530,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
11780,54060-279104,US,LS,40.763454,-74.302606,94 Old Short Hills Road,livingston,NJ,7039,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11781,58439-292544,US,LS,40.770001,-74.065095,NJ Turnpike,secaucus,NJ,7094,Eastern Standard Time,GMT-05:00,America/New_York,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
11782,10038-95235,US,CO,40.787156,-74.04626,700 Plaza Drive|The Plaza at the Meadows,secaucus,NJ,70943604,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11783,62552-296411,US,CO,40.774404,-74.037606,2819 JFK Blvd.,north bergen,NJ,7047,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00
11784,10330-99342,US,CO,45.324114,-122.579437,19574 Mollala Ave.,oregon city,OR,970454547,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
11785,416-184,US,CO,45.331253,-122.583921,1839 Molalla Avenue|Suite C,oregon city,OR,970454071,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,18:30,05:30,18:30,05:30,18:30,05:30,18:30,05:30,18:30,05:30,18:30,05:30,18:30
11786,53508-272424,US,LS,45.331597,-122.583079,1839 MOLALLA AVE,oregon city,OR,97045,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11787,16317-170380,US,LS,45.334298,-122.591101,13434 Colton Pl,oregon city,OR,97045,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
11788,484-19399,US,CO,45.362525,-122.648539,22750 Salamo Road,west linn,OR,970689240,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,18:30,05:00,19:00,05:00,19:00,05:00,19:00,05:00,18:30,05:00,18:30,05:00,18:30
11789,3415-286519,US,CO,44.592552,-123.253438,2408 NW 9th St,corvallis,OR,97330,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,21:00,05:00,21:00
11790,74345-82461,US,LS,44.587164,-123.251357,590 NE Circle Blvd,corvallis,OR,973306828,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11791,458-1344,US,CO,44.590415,-123.275752,2305 NW Kings Blvd|Timberhill Shopping Center,corvallis,OR,973303924,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
11792,72912-94362,US,LS,44.575382,-123.27421,777 Kings Blvd,corvallis,OR,973305620,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11793,421-165,US,CO,44.563829,-123.262563,425 Southwest Madison Avenue,corvallis,OR,973334799,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,06:30,19:00,06:30,19:00
11794,74321-79468,US,LS,44.527254,-122.906063,1983 S Santiem Hwy,lebanon,OR,973553041,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11795,49203-253574,US,CO,44.526406,-122.907399,2070 Santiam Hwy.,lebanon,OR,973553042,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,05:00,20:00,05:00,20:00
11796,74210-112984,US,LS,44.550785,-123.311584,5270 SW Philomath Blvd,corvallis,OR,973331042,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11797,13991-108499,US,CO,43.756022,-87.723392,1026 North 14th Street,sheboygan,WI,530813814,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,18:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11798,10480-100820,US,CO,43.717242,-87.754538,3550 Washington Ave Frontage Rd,sheboygan,WI,530816406,Central Standard Time,GMT-06:00,America/Chicago,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00
11799,76181-88824,US,LS,43.714878,-87.764074,4085 State Hwy 28,sheboygan,WI,530852848,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
11800,60646-294431,US,CO,43.384599,-87.923443,827 East Green Bay Ave,saukville,WI,53080,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,07:00,17:00,07:00,17:00
11801,25254-239485,US,LS,43.335471,-87.925441,1600 N Port Washington Road,grafton,WI,53024,Central Standard Time,GMT-06:00,America/Chicago,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00
11802,59794-291015,US,LS,43.319243,-87.922013,1250 N Port Washington Rd,grafton,WI,530249315,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
11803,8969-94632,US,CO,43.319373,-87.925937,1249 Port Washington Rd.,grafton,WI,530249315,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11804,23128-224744,US,CO,43.426463,-88.201531,360 N 18th Avenue,west bend,WI,530953002,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00
11805,2617-57219,US,CO,43.397178,-88.181797,443 W. Paradise Dr.,west bend,WI,530958540,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,20:00
11806,50041-271949,US,LS,43.393604,-88.181519,2180 South Main Street,west bend,WI,53095,Central Standard Time,GMT-06:00,America/Chicago,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00
11807,11826-105556,US,CO,43.286758,-87.98604,W61 N306 Washington Ave|104,cedarburg,WI,530122451,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,19:00,05:30,19:00
11808,16026-167384,US,CO,43.22313,-87.924095,11301 North Port Washington Road,mequon,WI,530923411,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00
11809,2882-91818,US,CO,43.176306,-87.912089,383 W. Brown Deer Rd.,fox point,WI,532172369,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11810,59373-293579,US,CO,43.141301,-87.913447,6815 North Port Washington Road|A,glendale,WI,532173701,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11811,2258-713,US,CO,43.118677,-87.90647,302 E. Silver Spring Drive,whitefish bay,WI,532175221,Central Standard Time,GMT-06:00,America/Chicago,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11812,9859-98421,US,CO,43.093419,-87.887103,4170 N. Oakland Avenue,milwaukee,WI,532112026,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,19:00,05:30,19:00
11813,47408-254727,US,LS,43.093124,-87.887767,4075 N Oakland Ave,shorewood,WI,53211,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00
11814,2268-711,US,CO,43.06502,-87.878296,2551 N. Downer Ave,milwaukee,WI,532114242,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00,06:00,20:00
11815,2524-29615,US,CO,43.048374,-87.905271,544 East Ogden Avenue|Ste 500|East Pointe Commons,milwaukee,WI,532022698,Central Standard Time,GMT-06:00,America/Chicago,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,06:00,17:00,06:00,17:00
11816,54962-282716,US,LS,43.044938,-87.903921,1123 N. Van Buren St,milwaukee,WI,53202,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00
11817,13490-98427,US,CO,39.623705,-105.019229,2600 West Belleview Avenue|Suite #100,littleton,CO,801237185,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,18:00,04:30,21:00,04:30,21:00,04:30,21:00,05:00,21:00,05:00,21:00
11818,18651-103417,US,LS,39.625099,-105.024018,5050 S Federal Blvd,englewood,CO,801106361,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11819,5410-253432,US,CO,39.612821,-105.005775,1510 W. Littleton Blvd.,littleton,CO,80120,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,20:00,05:30,19:00
11820,6569-61701,US,CO,39.585895,-105.026176,7301 Santa Fe Drive|Ste 310|Aspen Grove Lifestyle Center,littleton,CO,801202973,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00,06:00,18:00
11821,75004-70380,US,LS,39.654807,-105.051394,3100 S Sheridan,denver,CO,802275541,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11822,52834-272987,US,CO,39.657036,-105.05342,3087 S. Sheridan Blvd,denver,CO,802274150,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,20:00
11823,23483-230641,US,LS,39.593716,-105.072039,6760 Pierce Street,littleton,CO,80128,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11824,79714-108618,US,LS,39.574548,-104.991926,181 W Mineral Ave,littleton,CO,80120,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11825,16855-176087,US,LS,39.572679,-104.990943,7901 S Broadway,littleton,CO,801222718,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11826,5342-105589,US,CO,39.606125,-105.090453,6149 S Balsam Way,littleton,CO,801233061,Mountain Standard Time,GMT-07:00,America/Denver,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00
11827,72648-48399,US,LS,39.61114,-105.101212,9390 W Cross Dr,littleton,CO,801232202,Mountain Standard Time,GMT-07:00,America/Denver,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11828,6528-3140,US,CO,39.623352,-105.109217,9914 W. Belleview Ave|Unit A-1|Governor's Plaza Center,littleton,CO,801232198,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,20:00
11829,52502-280972,US,CO,39.553977,-105.00733,1519 Park Central Drive,highlands ranch,CO,801292759,Mountain Standard Time,GMT-07:00,America/Denver,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,05:00,20:00,05:00,20:00
11830,16916-176065,US,LS,39.56843,-105.081657,8126 S Wadsworth Blvd,littleton,CO,801289118,Mountain Standard Time,GMT-07:00,America/Denver,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
11831,10316-4256,US,CO,39.567309,-105.080346,7403 West Chatfield,littleton,CO,801284561,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11832,5112-147685,US,LS,39.549863,-105.005725,1265 SGT Jon Stiles Dr,highlands ranch,CO,801292263,Mountain Standard Time,GMT-07:00,America/Denver,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11833,5718-241748,US,CO,39.682478,-105.081839,1897 S. Wadsworth Blvd,lakewood,CO,802326815,Mountain Standard Time,GMT-07:00,America/Denver,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00
11834,11995-106752,US,CO,39.548665,-105.035765,9135 Commerce Center Circle,highlands ranch,CO,801291560,Mountain Standard Time,GMT-07:00,America/Denver,04:30,19:00,04:30,19:00,04:30,19:00,04:30,19:00,04:30,19:00,04:30,19:30,05:00,19:30
11835,5325-165564,US,CO,39.549086,-104.999229,870 CPL Max Donahue Lane|Suite A|Highlands Ranch Town Center North,highlands ranch,CO,801292272,Mountain Standard Time,GMT-07:00,America/Denver,05:00,20:30,05:00,20:30,05:00,20:30,05:00,21:00,05:00,21:00,05:30,21:00,05:30,20:30
11836,74141-17714,US,LS,39.548153,-104.994157,9255 S Broadway,highlands ranch,CO,801295631,Mountain Standard Time,GMT-07:00,America/Denver,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11837,75002-34139,US,LS,39.536747,-105.013543,2205 Wildcat Reserve Pkwy,highlands ranch,CO,801295496,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11838,60660-294561,US,LS,43.1346,-115.696831,528 N Main Sreet,mountain home,ID,83647,Pacific Standard Time,GMT-07:00,America/Boise,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11839,11719-103965,US,CO,41.879906,-87.647459,116 S. Halsted St.,chicago,IL,606613508,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,18:00,06:00,19:00,05:00,19:00,05:00,19:00,06:00,19:00,06:00,19:00
11840,15963-166069,US,LS,41.877681,-87.654769,1101 W Jackson Blvd,chicago,IL,606072905,Central Standard Time,GMT-06:00,America/Chicago,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
11841,49695-270764,US,CO,41.882068,-87.640544,500 W. Madison|G-016,chicago,IL,606614544,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,07:00,19:00,07:00,19:00
11842,59752-291733,US,LS,41.87474,-87.650082,940 W Harrison St,chicago,IL,60607,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,17:00,10:00,17:00,10:00,17:00
11843,47565-254929,US,CO,41.885486,-87.638489,150 N. Riverside|250,chicago,IL,606061598,Central Standard Time,GMT-06:00,America/Chicago,06:00,13:30,06:00,13:30,06:00,13:30,06:00,13:30,06:00,13:30,Closed,Closed,Closed,Closed
11844,203-1427,US,CO,41.884618,-87.637348,150 N Wacker,chicago,IL,606061611,Central Standard Time,GMT-06:00,America/Chicago,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,17:00,Closed,Closed,Closed,Closed
11845,27508-247131,US,CO,41.879035,-87.639029,500 West Jackson Boulevard,chicago,IL,606615810,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:30,05:30,19:30,05:30,19:30,05:30,19:30,05:30,19:30,06:00,18:00,06:00,18:00
11846,2261-270807,US,CO,41.879037,-87.636385,233 S Wacker Dr,chicago,IL,60606,Central Standard Time,GMT-06:00,America/Chicago,05:00,18:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,18:00,06:30,18:00,06:30,18:00
11847,211-1432,US,CO,41.880077,-87.635003,227 W. Monroe,chicago,IL,606065055,Central Standard Time,GMT-06:00,America/Chicago,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,Closed,Closed,Closed,Closed
11848,13319-105510,US,CO,41.882235,-87.634059,200 West Madison,chicago,IL,606063414,Central Standard Time,GMT-06:00,America/Chicago,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,Closed,Closed,Closed,Closed
11849,229-1408,US,CO,41.888662,-87.634534,470 MERCHANDISE MART|#111,chicago,IL,60654,Central Standard Time,GMT-06:00,America/Chicago,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,06:00,17:30,Closed,Closed,Closed,Closed
11850,18013-106176,US,CO,41.884346,-87.633691,171 W. Randolph,chicago,IL,606013121,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,19:00
11851,2234-756,US,CO,41.879507,-87.633966,200 W. Adams,chicago,IL,606065208,Central Standard Time,GMT-06:00,America/Chicago,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,Closed,Closed,Closed,Closed
11852,10366-101026,US,CO,41.882921,-87.632622,30 N LaSalle St.|Suite 100B,chicago,IL,606022590,Central Standard Time,GMT-06:00,America/Chicago,05:30,17:30,05:30,17:30,05:30,17:30,05:30,17:30,05:30,16:30,Closed,Closed,Closed,Closed
11853,10594-100954,US,CO,41.88079,-87.632144,39 S. LaSalle Street,chicago,IL,606031603,Central Standard Time,GMT-06:00,America/Chicago,05:00,16:00,05:00,16:00,05:00,16:00,05:00,16:00,05:00,16:00,06:00,18:00,06:00,18:00
11854,2224-661,US,CO,41.890187,-87.631329,430 N. Clark,chicago,IL,606544517,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:00,20:30,05:30,20:30
11855,75212-90962,US,LS,41.881561,-87.630041,21 S Clark St,chicago,IL,606032021,Central Standard Time,GMT-06:00,America/Chicago,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,Closed,Closed,Closed,Closed
11856,66051-299661,US,CO,41.873979,-87.669281,600 S Paulina|Suite #150,chicago,IL,60612,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,06:00,18:00,06:00,18:00
11857,233-289719,US,CO,41.87828,-87.631025,231 LaSalle|104,chicago,IL,60604,Central Standard Time,GMT-06:00,America/Chicago,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,Closed,Closed,Closed,Closed
11858,225-692,US,CO,41.885903,-87.628861,40 W Lake Street,chicago,IL,606011647,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,06:00,19:00,06:30,17:00
11859,56683-289421,US,LS,41.883915,-87.628804,108 N STATE ST,chicago,IL,60602,Central Standard Time,GMT-06:00,America/Chicago,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,Closed,Closed,Closed,Closed
11860,2483-25527,US,CO,41.86942,-87.662994,1430 W. Taylor St.,chicago,IL,606074623,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,06:00,18:00,06:00,18:00
11861,72622-28127,US,LS,41.883716,-87.62722,111 N. State St.|Marshall Fields Department Store,chicago,IL,606021659,Central Standard Time,GMT-06:00,America/Chicago,10:30,16:00,10:30,16:00,10:30,16:00,10:30,16:00,10:30,16:00,10:30,16:00,10:30,16:00
