No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
11862,10199-99007,US,CO,41.879566,-87.627861,131 South State|Suite 210,chicago,IL,606035606,Central Standard Time,GMT-06:00,America/Chicago,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
11863,72624-28167,US,LS,41.884333,-87.62645,111 N. State St.|The Miracle Mile - Marshall Fields,chicago,IL,606021659,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,09:00,19:00
11864,63483-297992,US,CO,41.884638,-87.626036,155 N Wabash,chicago,IL,60601,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11865,223-1434,US,CO,41.892628,-87.628364,600 N. State Street,chicago,IL,606543853,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11866,13710-108121,US,CO,41.894258,-87.629475,30 W. Erie St.,chicago,IL,606542827,Central Standard Time,GMT-06:00,America/Chicago,05:00,18:30,05:00,18:30,05:00,18:30,05:00,18:30,05:00,18:30,06:00,18:30,06:00,17:30
11867,21751-213784,US,CO,41.891583,-87.627008,515 N State St,chicago,IL,60611,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
11868,282-1425,US,CO,41.874653,-87.628821,555 S. Dearborn,chicago,IL,606051586,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,06:30,20:00,06:30,20:00
11869,15683-163424,US,CO,41.882653,-87.624954,8 N. Michigan Avenue,chicago,IL,606024896,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11870,22949-225804,US,CO,41.885936,-87.624818,200 North Michigan Avenue,chicago,IL,606015909,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11871,62620-290526,US,LS,41.864614,-87.647056,1328 S Halsted St.,chicago,IL,60607,Central Standard Time,GMT-06:00,America/Chicago,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,08:00,17:00,08:00,17:00
11872,2247-1040,US,CO,41.878108,-87.625882,55 East Jackson Blvd.,chicago,IL,606044466,Central Standard Time,GMT-06:00,America/Chicago,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,07:00,19:00,07:00,19:00
11873,28867-251544,US,CO,41.887721,-87.62443,333 N. Michigan Avenue,chicago,IL,606013901,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11874,10957-103358,US,CO,41.885111,-87.624107,151 N. Michigan Ave.|C-24,chicago,IL,606017506,Central Standard Time,GMT-06:00,America/Chicago,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
11875,209-1429,US,CO,41.886084,-87.62407,225 N Michigan Ave|Ste 42,chicago,IL,606017757,Central Standard Time,GMT-06:00,America/Chicago,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,Closed,Closed,Closed,Closed
11876,16309-157064,US,CO,41.879372,-87.624673,200 S Michigan Ave,chicago,IL,606042402,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11877,51694-265273,US,LS,41.870744,-87.674102,828 S. WOLCOTT AVE,chicago,IL,60612,Central Standard Time,GMT-06:00,America/Chicago,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,Closed,Closed,Closed,Closed
11878,75987-101329,US,LS,41.891396,-87.623865,505 N Michigan Ave,chicago,IL,60611,Central Standard Time,GMT-06:00,America/Chicago,06:30,14:30,06:30,14:30,06:30,14:30,06:30,14:30,06:30,17:30,07:00,18:00,07:00,15:00
11879,79685-106164,US,LS,47.596956,-120.647267,116 RIVERBEND DR.,leavenworth,WA,988261360,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11880,3326-179884,US,CO,47.596857,-120.659419,932 Front St|Building A,leavenworth,WA,988261496,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
11881,16500-171804,US,LS,47.195646,-120.95347,804 1st St W,cle elum,WA,989221253,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11882,10442-100255,US,CO,25.094845,-80.440818,99600 Overseas Highway,key largo,FL,330372454,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30
11883,13239-104281,US,CO,27.499518,-81.488637,1768 US 27 N.,sebring,FL,338701921,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:30,06:00,21:30,06:00,21:00
11884,54637-284644,US,CO,27.910143,-81.842934,1590 N. Broadway Avenue,bartow,FL,338303316,Eastern Standard Time,GMT-05:00,America/New_York,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00,06:00,20:00
11885,50175-269044,US,CO,27.99384,-81.689106,5709 Cypress Gardens Blvd,winter haven,FL,33884,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00
11886,18418-179224,US,CO,28.00347,-81.728385,131 Landings BLVD,winter haven,FL,338803848,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
11887,58428-290529,US,CO,27.949608,-81.971512,6419 Florida Ave|101,lakeland,FL,33813,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
11888,10064-98750,US,CO,27.978196,-81.957571,4720 S Florida Ave,lakeland,FL,338132165,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00
11889,56262-288833,US,LS,28.000021,-81.972705,3570 Harden Blvd,lakeland,FL,338035928,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11890,3427-289348,US,CO,28.013899,-81.957552,2639 S Florida Avenue,lakeland,FL,33803,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
11891,2965-294998,US,CO,28.001806,-81.975751,1310 Lakeside Village Circle|Suite 101,lakeland,FL,33803,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00
11892,14313-114584,US,CO,27.016189,-82.052896,925 Kings Hwy,port charlotte,FL,339804300,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11893,74986-112847,US,LS,43.358782,-124.210402,230 East Johnson,coos bay,OR,974201478,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11894,60983-292416,US,CO,43.376739,-124.214366,1270 N BAYSHORE DR|Bldg. H,coos bay,OR,97420,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,06:00,18:00
11895,74977-101965,US,LS,43.406603,-124.235428,1735 Virginia Ave,north bend,OR,974592346,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11896,76845-110955,US,LS,36.550933,-82.494154,2626 E Stone Dr,kingsport,TN,376605883,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11897,13504-104466,US,CO,36.542935,-82.520024,1860 N Eastman Road,kingsport,TN,376642312,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,18:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11898,65050-299004,US,LS,36.530321,-82.528176,1205 Eastman Dr,kingsport,TN,37664,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11899,56677-290454,US,LS,36.482148,-82.49496,4345 Ft. Henry Dr.,kingsport,TN,37664,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11900,57110-291038,US,LS,36.416706,-82.470714,125 Judge Greshem Rd.,gray,TN,37615,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11901,56676-290453,US,LS,36.385336,-82.408341,4470 N. Roan St.,johnson city,TN,37615,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11902,28224-242365,US,CO,36.58996,-82.261884,215 Steven's Trail|Hwy 11 and Pinnacle,bristol,TN,37620,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,18:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11903,76649-99851,US,LS,36.342482,-82.373491,2116 N Roan St,johnson city,TN,37601,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11904,8602-88440,US,CO,36.339862,-82.374275,2008 North Roan St,johnson city,TN,376013120,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,18:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
11905,55207-288994,US,LS,36.324232,-82.392419,920 North State of Franklin Rd.,johnson city,TN,37604,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11906,57476-291507,US,LS,36.600454,-82.193681,1320 Euclid Ave.,bristol,VA,24201,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,07:00,20:00
11907,56678-290455,US,LS,36.349529,-82.23824,768 W. Elk Ave.,elizabethton,TN,37643,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11908,10474-101338,US,CO,36.631961,-82.123161,3177 Lee Highway,bristol,VA,242025944,Eastern Standard Time,GMT-05:00,America/New_York,05:30,22:00,05:30,22:00,05:30,18:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00
11909,76802-108024,US,LS,36.642586,-82.09991,14181 Lee Hwy,bristol,VA,242024315,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11910,63506-298109,US,LS,36.975941,-82.592266,207 Woodland Dr SW,wise,VA,24293,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11911,57838-291761,US,LS,36.701673,-81.979749,151 Cook St,abingdon,VA,24210,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
11912,52062-275331,US,CO,33.175706,-96.511411,670 W Princeton Dr Ste 700,princeton,TX,754072557,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
11913,57616-290624,US,CO,33.347876,-96.585059,323 US 75 S,anna,TX,75409,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
11914,62188-295604,US,CO,32.545148,-94.349772,100 East End Blvd. North,marshall,TX,75672,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,19:00,05:00,20:00,05:00,21:00,05:00,21:00,05:00,20:00
11915,54600-286849,US,CO,33.13255,-94.96896,2404 S. Jefferson Ave,mt. pleasant,TX,754555959,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
11916,76850-113070,US,LS,38.469045,-77.408115,53 Standstead Rd,stafford,VA,22554,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00
11917,76136-87420,US,LS,38.46905,-77.408027,1090 Stafford Marketplace,stafford,VA,225564523,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11918,7918-71141,US,CO,38.470171,-77.411428,1495 Stafford Market Place|Suite 117,stafford,VA,225564530,Eastern Standard Time,GMT-05:00,America/New_York,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,04:30,21:00,06:00,21:00,06:00,21:00
11919,23175-208204,US,CO,38.35471,-77.51165,821 Warrenton Road,fredericksburg,VA,224061073,Eastern Standard Time,GMT-05:00,America/New_York,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11920,7965-95056,US,CO,38.597445,-77.334835,4380 Fortuna Center Plaza|Fortuna Village Center,dumfries,VA,220251538,Eastern Standard Time,GMT-05:00,America/New_York,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,05:30,20:00
11921,73724-102370,US,LS,38.359695,-77.521794,550 Celebrate Virginia Parkway,fredericksburg,VA,22406,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11922,76485-96785,US,LS,38.597594,-77.332944,4310 Fortuna Ctr Plaza,dumfries,VA,220251538,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11923,24478-238082,US,CO,38.299174,-77.48392,1609 Jefferson Davis Highway,fredericksburg,VA,224014651,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
11924,2803-277607,US,CO,38.305092,-77.508703,1699 Carl D Silver Parkway,fredericksburg,VA,224014934,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
11925,9677-96171,US,CO,38.295962,-77.492889,2001 Plank Road|Westwood S.C.,fredericksburg,VA,224015103,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11926,76384-97059,US,LS,38.299744,-77.512866,1180 Carl D Silver Pkwy,fredericksburg,VA,224014913,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11927,7265-253967,US,CO,38.293755,-77.518289,3406 Plank Road|A,fredericksburg,VA,224074960,Eastern Standard Time,GMT-05:00,America/New_York,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11928,10621-99381,US,CO,38.292145,-77.569681,5811 Plank Road|Harrison Crossing,fredericksburg,VA,224076229,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,20:00
11929,2982-69300,US,CO,38.232824,-77.504367,9907 Southpoint Parkway|The Shoppes at Fredericksburg Marketplac,fredericksburg,VA,224072703,Eastern Standard Time,GMT-05:00,America/New_York,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
11930,56104-289959,US,CO,38.220616,-77.506986,9629 Jefferson Davis Highway,fredericksburg,VA,224079407,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
11931,26976-246065,US,CO,38.350384,-77.054507,"16446 Consumer Row|Western End, Bldg E",king george,VA,224855657,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,21:30,05:30,21:30,05:30,20:30
11932,76602-101397,US,LS,38.169136,-77.51889,9785 Jefferson Davis Hwy,fredericksburg,VA,224079406,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
11933,7893-83505,US,CO,37.446835,-79.217623,4925 Boonsboro Road,lynchburg,VA,245032240,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,06:00,20:30
11934,50447-261625,US,CO,37.393461,-79.233767,19399 Forest Road|1,lynchburg,VA,245024402,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:00
11935,8797-291965,US,CO,47.445005,-122.15075,14210 SE Petrovitsky Rd|101,renton,WA,98058,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,14:00,05:30,14:00,05:30,14:00,05:30,14:00,05:30,14:00,06:30,14:00,06:30,14:00
11936,22589-221824,US,LS,47.474962,-122.332191,14300 1st Ave S,burien,WA,98168,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11937,74768-98727,US,LS,47.471642,-122.336181,138 SW 148th St,burien,WA,981661924,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11938,24286-236765,US,CO,47.470199,-122.34641,901 SW 148th St,burien,WA,981661853,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00,04:30,22:00
11939,48310-262205,US,LS,47.489228,-122.335936,12725 1st Ave S,burien,WA,98168,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
11940,79691-120705,US,LS,33.781138,-111.922534,32551 N Scottsdale Rd,scottsdale,AZ,852661515,US Mountain Standard Time,GMT-07:00,America/Phoenix,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11941,16033-159212,US,LS,33.779451,-111.922724,32351 N Scottsdale Rd,scottsdale,AZ,852661513,US Mountain Standard Time,GMT-07:00,America/Phoenix,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00
11942,5979-283624,US,CO,33.769393,-111.925048,31317 N. Scottsdale Rd.,scottsdale,AZ,852662702,US Mountain Standard Time,GMT-07:00,America/Phoenix,05:00,18:30,05:00,18:30,05:00,18:30,05:00,18:30,05:00,18:30,05:00,18:30,05:00,18:30
11943,47139-256164,US,LS,33.821786,-111.922981,36889 TOM DARLINGTON,carefree,AZ,85377,US Mountain Standard Time,GMT-07:00,America/Phoenix,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,19:00,06:00,19:00,06:00,18:00
11944,6582-243618,US,CO,33.799678,-111.966977,5310 E Carefree Hwy,cave creek,AZ,853319050,US Mountain Standard Time,GMT-07:00,America/Phoenix,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00
11945,73847-106042,US,LS,33.79718,-111.975136,4815 E. Carfree highway,cave creek,AZ,853314717,US Mountain Standard Time,GMT-07:00,America/Phoenix,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
11946,74209-26810,US,LS,33.757726,-111.9915,29834 N Cave Creek Rd,phoenix,AZ,853315836,US Mountain Standard Time,GMT-07:00,America/Phoenix,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11947,62440-296738,US,CO,33.756504,-111.991322,29815 N Tatum Blvd,cave creek,AZ,85331,US Mountain Standard Time,GMT-07:00,America/Phoenix,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
11948,22006-106706,US,LS,33.7525,-111.990556,29455 N Cave Creek Rd,cave creek,AZ,853312397,US Mountain Standard Time,GMT-07:00,America/Phoenix,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00,06:00,17:00
11949,60030-293810,US,CO,33.688057,-112.031947,2350 East Deer Valley Road,phoenix,AZ,85024,US Mountain Standard Time,GMT-07:00,America/Phoenix,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00
11950,55369-285777,US,CO,29.61613,-82.389626,4344 SW Archer Rd,gainesville,FL,326082229,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
11951,50895-273027,US,LS,29.621401,-82.383924,3970 SW Archer Rd,gainesville,FL,32608,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
11952,8584-211506,US,CO,29.624404,-82.376073,3524 SW Archer Road|160,gainesville,FL,326082426,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30
11953,15132-145252,US,LS,29.641497,-82.34524,1140 Recreational Dining Center,gainesville,FL,32611,Eastern Standard Time,GMT-05:00,America/New_York,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,06:00,16:00,Closed,Closed,Closed,Closed
11954,68031-302363,US,LS,29.649805,-82.323663,201 SE First St|Suite 107/108,gainesville,FL,32601,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
11955,57782-290494,US,LS,29.647022,-82.338181,1221 SW 5TH AVENUE,gainesville,FL,32601,Eastern Standard Time,GMT-05:00,America/New_York,08:00,14:00,08:00,14:00,08:00,14:00,08:00,14:00,08:00,14:00,Closed,Closed,Closed,Closed
11956,75472-108544,US,LS,29.646184,-82.347837,686 Museum Drive,gainesville,FL,32611,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,18:00,08:00,18:00,08:00,18:00
11957,23932-186045,US,LS,29.648354,-82.344443,1320 W University Ave,gainesville,FL,32611,Eastern Standard Time,GMT-05:00,America/New_York,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,11:00,15:00,11:00,15:00
